CellType	DiseaseTissue	Ident1	Ident2	Gene	Log2FC	pval	padj	stat
Plasma_cell	CD_R	I	NI	KCTD13	-0.4512	0.4456	0.9661	-0.7628
Plasma_cell	CD_R	I	NI	INO80E	-0.7494	0.2125	0.9306	-1.247
Plasma_cell	CD_R	I	NI	YPEL3	-0.3461	0.5193	1	-0.6444
Plasma_cell	CD_R	I	NI	CORO1A	0.502	0.5653	0.9708	0.575
Plasma_cell	CD_R	I	NI	ITGAL	-0.662	0.154	0.9157	-1.425
Plasma_cell	CD_R	I	NI	ZNF785	0.9671	0.3208	0.944	0.9927
Plasma_cell	CD_R	I	NI	FBRS	0.6115	0.5527	0.9708	0.5937
Plasma_cell	CD_R	I	NI	SRCAP	-0.02014	0.9744	1	-0.03209
Plasma_cell	CD_R	I	NI	FUS	0.07472	0.8419	1	0.1994
Plasma_cell	CD_R	I	NI	C16orf58	0.5494	0.446	0.9661	0.7621
Plasma_cell	CD_R	I	NI	ZNF720	0.4	0.418	0.9661	0.8099
Plasma_cell	CD_R	I	NI	VPS35	0.5818	0.3809	0.9617	0.8763
Plasma_cell	CD_R	I	NI	C16orf87	1.02	0.2043	0.9292	1.269
Plasma_cell	CD_R	I	NI	DNAJA2	0.8891	0.3576	0.9582	0.9199
Plasma_cell	CD_R	I	NI	NETO2	-0.5087	0.4482	0.9661	-0.7584
Plasma_cell	CD_R	I	NI	ITFG1	0.3207	0.1948	0.9292	1.296
Plasma_cell	CD_R	I	NI	PHKB	0.2239	0.3636	0.959	0.9085
Plasma_cell	CD_R	I	NI	LONP2	0.1708	0.5673	0.9708	0.5721
Plasma_cell	CD_R	I	NI	SIAH1	-0.7875	0.256	0.939	-1.136
Plasma_cell	CD_R	I	NI	N4BP1	0.4916	0.213	0.931	1.245
Plasma_cell	CD_R	I	NI	AC007614.1	0.7972	0.3876	0.9724	0.8641
Plasma_cell	CD_R	I	NI	HEATR3	0.0786	0.9116	1	0.111
Plasma_cell	CD_R	I	NI	TENT4B	0.1435	0.7323	0.9945	0.3421
Plasma_cell	CD_R	I	NI	ADCY7	-0.3853	0.5229	0.9693	-0.6388
Plasma_cell	CD_R	I	NI	BRD7	-0.5333	0.2713	0.9398	-1.1
Plasma_cell	CD_R	I	NI	NOD2	-0.4275	0.5528	0.9708	-0.5935
Plasma_cell	CD_R	I	NI	CYLD	-0.3884	0.2429	0.9353	-1.168
Plasma_cell	CD_R	I	NI	CHD9	-0.02044	0.9278	1	-0.09067
Plasma_cell	CD_R	I	NI	RBL2	-1.133	0.0001362	0.2352	-3.815
Plasma_cell	CD_R	I	NI	FTO	-0.3171	0.1401	0.896	-1.476
Plasma_cell	CD_R	I	NI	AMFR	0.04477	0.9346	1	0.08209
Plasma_cell	CD_R	I	NI	NUDT21	1.332	0.1759	0.9398	1.354
Plasma_cell	CD_R	I	NI	OGFOD1	0.368	0.6444	0.9806	0.4616
Plasma_cell	CD_R	I	NI	NUP93	0.3033	0.6818	0.992	0.4101
Plasma_cell	CD_R	I	NI	HERPUD1	-0.09602	0.7345	0.9661	-0.3392
Plasma_cell	CD_R	I	NI	AC012181.1	0.6684	0.1533	0.9157	1.428
Plasma_cell	CD_R	I	NI	NLRC5	1.279	0.04668	0.8538	1.989
Plasma_cell	CD_R	I	NI	FAM192A	-0.08636	0.8709	1	-0.1625
Plasma_cell	CD_R	I	NI	RSPRY1	-0.06495	0.8784	1	-0.153
Plasma_cell	CD_R	I	NI	CIAPIN1	0.7713	0.422	0.9661	0.803
Plasma_cell	CD_R	I	NI	ADGRG5	0.3175	0.4994	0.967	0.6754
Plasma_cell	CD_R	I	NI	CSNK2A2	-0.5735	0.2664	0.9661	-1.111
Plasma_cell	CD_R	I	NI	CNOT1	-0.07591	0.7788	1	-0.2809
Plasma_cell	CD_R	I	NI	TK2	-0.3137	0.631	0.9767	-0.4803
Plasma_cell	CD_R	I	NI	CKLF	-0.004209	0.9938	1	-0.007762
Plasma_cell	CD_R	I	NI	CMTM4	-1.417	0.0906	0.9157	-1.692
Plasma_cell	CD_R	I	NI	DYNC1LI2	0.1219	0.7855	1	0.2721
Plasma_cell	CD_R	I	NI	NAE1	0.3593	0.6334	0.9777	0.4769
Plasma_cell	CD_R	I	NI	CBFB	0.2412	0.4699	0.967	0.7227
Plasma_cell	CD_R	I	NI	TRADD	-0.8119	0.1513	0.9157	-1.435
Plasma_cell	CD_R	I	NI	FBXL8	-1.026	0.2248	0.9353	-1.214
Plasma_cell	CD_R	I	NI	NOL3	-1.06	0.07652	0.8735	-1.771
Plasma_cell	CD_R	I	NI	ATP6V0D1	0.6286	0.407	0.9661	0.8292
Plasma_cell	CD_R	I	NI	AC009061.2	0.3603	0.5855	0.9708	0.5453
Plasma_cell	CD_R	I	NI	RIPOR1	0.08395	0.8834	1	0.1466
Plasma_cell	CD_R	I	NI	AC027682.4	-0.5953	0.3747	0.9617	-0.8877
Plasma_cell	CD_R	I	NI	CTCF	-0.01416	0.9721	1	-0.03493
Plasma_cell	CD_R	I	NI	RANBP10	0.08114	0.8918	1	0.1361
Plasma_cell	CD_R	I	NI	DUS2	0.3952	0.5681	0.9708	0.5709
Plasma_cell	CD_R	I	NI	NFATC3	0.2959	0.2804	0.9188	1.079
Plasma_cell	CD_R	I	NI	SLC7A6	0.2394	0.6474	0.9814	0.4573
Plasma_cell	CD_R	I	NI	SLC7A6OS	-0.1087	0.8654	1	-0.1695
Plasma_cell	CD_R	I	NI	PRMT7	-0.1916	0.7488	0.9963	-0.3203
Plasma_cell	CD_R	I	NI	SMPD3	-0.3126	0.7241	0.9945	-0.3529
Plasma_cell	CD_R	I	NI	ZFP90	-1.181	0.05468	0.8623	-1.921
Plasma_cell	CD_R	I	NI	TANGO6	-0.4698	0.2443	0.9353	-1.164
Plasma_cell	CD_R	I	NI	SNTB2	-0.2663	0.6993	0.992	-0.3863
Plasma_cell	CD_R	I	NI	TERF2	-0.4604	0.374	0.9711	-0.889
Plasma_cell	CD_R	I	NI	CYB5B	0.2445	0.7054	0.9927	0.378
Plasma_cell	CD_R	I	NI	NFAT5	-0.3587	0.1626	0.9188	-1.396
Plasma_cell	CD_R	I	NI	WWP2	0.1048	0.78	1	0.2793
Plasma_cell	CD_R	I	NI	PDPR	-0.6625	0.1845	0.9398	-1.327
Plasma_cell	CD_R	I	NI	EXOSC6	-0.7459	0.2993	0.9398	-1.038
Plasma_cell	CD_R	I	NI	AARS	0.07761	0.8648	1	0.1703
Plasma_cell	CD_R	I	NI	DDX19B	0.5311	0.4928	0.967	0.6859
Plasma_cell	CD_R	I	NI	DDX19A	0.7016	0.4161	0.9661	0.8132
Plasma_cell	CD_R	I	NI	ST3GAL2	-0.13	0.7951	1	-0.2597
Plasma_cell	CD_R	I	NI	COG4	-0.2759	0.6233	0.9747	-0.4911
Plasma_cell	CD_R	I	NI	SF3B3	0.1957	0.6956	0.9797	0.3912
Plasma_cell	CD_R	I	NI	VAC14	0.00152	0.9972	1	0.003544
Plasma_cell	CD_R	I	NI	CMTR2	-0.6877	0.2763	0.9398	-1.089
Plasma_cell	CD_R	I	NI	PHLPP2	0.9157	0.3014	0.9398	1.033
Plasma_cell	CD_R	I	NI	AP1G1	0.06133	0.8369	1	0.2058
Plasma_cell	CD_R	I	NI	IST1	0.03076	0.9387	1	0.07685
Plasma_cell	CD_R	I	NI	ZNF821	0.03861	0.9504	1	0.06221
Plasma_cell	CD_R	I	NI	LINC01572	0.01955	0.9753	1	0.03097
Plasma_cell	CD_R	I	NI	AC138627.1	-0.4766	0.5408	0.9699	-0.6116
Plasma_cell	CD_R	I	NI	PSMD7	0.8073	0.2241	0.9353	1.216
Plasma_cell	CD_R	I	NI	AC009120.2	0.3118	0.5033	0.968	0.6693
Plasma_cell	CD_R	I	NI	GLG1	0.08587	0.7315	0.9945	0.3431
Plasma_cell	CD_R	I	NI	RFWD3	-0.7745	0.1893	0.9292	-1.313
Plasma_cell	CD_R	I	NI	MLKL	1.18	0.03632	0.8254	2.093
Plasma_cell	CD_R	I	NI	WDR59	-0.1789	0.708	0.9931	-0.3746
Plasma_cell	CD_R	I	NI	ZNRF1	0.6343	0.4249	0.9661	0.7979
Plasma_cell	CD_R	I	NI	CFDP1	-0.6551	0.09191	0.904	-1.685
Plasma_cell	CD_R	I	NI	TMEM170A	-0.4182	0.5361	0.9693	-0.6187
Plasma_cell	CD_R	I	NI	KARS	1.192	0.1796	0.9398	1.342
Plasma_cell	CD_R	I	NI	TERF2IP	0.2423	0.5881	0.9708	0.5416
Plasma_cell	CD_R	I	NI	MON1B	-0.5884	0.4131	0.9661	-0.8185
Plasma_cell	CD_R	I	NI	WWOX	-0.2678	0.1961	0.9292	-1.293
Plasma_cell	CD_R	I	NI	AC027279.1	-0.8937	0.2349	0.9353	-1.188
Plasma_cell	CD_R	I	NI	CDYL2	0.1104	0.8852	1	0.1444
Plasma_cell	CD_R	I	NI	CMC2	0.08665	0.8838	1	0.1461
Plasma_cell	CD_R	I	NI	GAN	-0.6782	0.2953	0.9398	-1.046
Plasma_cell	CD_R	I	NI	CMIP	0.1947	0.6216	0.9747	0.4936
Plasma_cell	CD_R	I	NI	PLCG2	0.66	0.07512	0.8735	1.78
Plasma_cell	CD_R	I	NI	MLYCD	-0.6459	0.2667	0.9398	-1.111
Plasma_cell	CD_R	I	NI	MBTPS1	0.1812	0.5391	0.9699	0.6142
Plasma_cell	CD_R	I	NI	COTL1	1.576	0.2134	0.931	1.244
Plasma_cell	CD_R	I	NI	KLHL36	-0.07621	0.9048	1	-0.1196
Plasma_cell	CD_R	I	NI	USP10	0.09623	0.7812	0.967	0.2777
Plasma_cell	CD_R	I	NI	ZDHHC7	0.1088	0.878	1	0.1535
Plasma_cell	CD_R	I	NI	KIAA0513	-0.4519	0.3823	0.9618	-0.8736
Plasma_cell	CD_R	I	NI	GSE1	0.2962	0.4759	0.967	0.7129
Plasma_cell	CD_R	I	NI	C16orf74	-0.8479	0.0447	0.8472	-2.008
Plasma_cell	CD_R	I	NI	COX4I1	0.6929	0.4669	0.967	0.7276
Plasma_cell	CD_R	I	NI	IRF8	1.539	0.1735	0.9194	1.361
Plasma_cell	CD_R	I	NI	FBXO31	-0.1832	0.7806	1	-0.2785
Plasma_cell	CD_R	I	NI	MAP1LC3B	0.5802	0.4118	0.9661	0.8206
Plasma_cell	CD_R	I	NI	KLHDC4	0.08612	0.861	1	0.1751
Plasma_cell	CD_R	I	NI	SLC7A5	-0.05372	0.9315	1	-0.08592
Plasma_cell	CD_R	I	NI	BANP	0.6934	0.1371	0.9157	1.487
Plasma_cell	CD_R	I	NI	ZFPM1	-0.431	0.5956	0.9716	-0.5307
Plasma_cell	CD_R	I	NI	ZC3H18	0.4858	0.4427	0.9661	0.7677
Plasma_cell	CD_R	I	NI	CYBA	0.1332	0.7867	1	0.2705
Plasma_cell	CD_R	I	NI	RNF166	0.397	0.6118	1	0.5075
Plasma_cell	CD_R	I	NI	PIEZO1	0.73	0.2311	0.9353	1.198
Plasma_cell	CD_R	I	NI	CBFA2T3	0.8234	0.1375	0.9157	1.485
Plasma_cell	CD_R	I	NI	ACSF3	-0.2789	0.5274	0.9693	-0.6319
Plasma_cell	CD_R	I	NI	ANKRD11	-0.006594	0.9788	1	-0.02661
Plasma_cell	CD_R	I	NI	SPG7	0.1707	0.6915	0.9782	0.3968
Plasma_cell	CD_R	I	NI	RPL13	-0.07227	0.8817	0.9699	-0.1488
Plasma_cell	CD_R	I	NI	CDK10	0.9051	0.3143	0.9398	1.006
Plasma_cell	CD_R	I	NI	ZNF276	1.197	0.1492	0.9157	1.442
Plasma_cell	CD_R	I	NI	FANCA	-0.239	0.7498	0.9968	-0.3189
Plasma_cell	CD_R	I	NI	TCF25	0.1264	0.675	0.9919	0.4193
Plasma_cell	CD_R	I	NI	DEF8	-0.2226	0.7449	0.9956	-0.3254
Plasma_cell	CD_R	I	NI	RPH3AL	-0.4425	0.5912	0.9708	-0.5371
Plasma_cell	CD_R	I	NI	VPS53	-0.1147	0.7253	0.9945	-0.3514
Plasma_cell	CD_R	I	NI	ABR	-0.1861	0.6996	0.9921	-0.3859
Plasma_cell	CD_R	I	NI	YWHAE	-0.4786	0.1382	0.892	-1.483
Plasma_cell	CD_R	I	NI	CRK	0.1905	0.6871	0.992	0.4027
Plasma_cell	CD_R	I	NI	MYO1C	-0.1583	0.7883	1	-0.2685
Plasma_cell	CD_R	I	NI	PITPNA	-0.02041	0.9642	1	-0.04487
Plasma_cell	CD_R	I	NI	SLC43A2	-0.1543	0.7942	1	-0.2609
Plasma_cell	CD_R	I	NI	PRPF8	0.4682	0.3994	0.9648	0.8428
Plasma_cell	CD_R	I	NI	WDR81	-0.5605	0.4431	0.9661	-0.767
Plasma_cell	CD_R	I	NI	SMYD4	-0.2668	0.6984	0.992	-0.3875
Plasma_cell	CD_R	I	NI	RPA1	-0.4709	0.4471	0.9661	-0.7603
Plasma_cell	CD_R	I	NI	SMG6	0.2413	0.573	0.9571	0.5637
Plasma_cell	CD_R	I	NI	SGSM2	1.348	0.2344	0.9353	1.189
Plasma_cell	CD_R	I	NI	METTL16	0.9822	0.07712	0.8735	1.768
Plasma_cell	CD_R	I	NI	PAFAH1B1	-0.02296	0.923	1	-0.09662
Plasma_cell	CD_R	I	NI	RAP1GAP2	0.07892	0.8773	1	0.1544
Plasma_cell	CD_R	I	NI	TRPV3	0.5043	0.5273	1	0.6321
Plasma_cell	CD_R	I	NI	TRPV1	-0.3212	0.6499	0.9814	-0.4539
Plasma_cell	CD_R	I	NI	SHPK	0.6093	0.4546	0.9664	0.7478
Plasma_cell	CD_R	I	NI	P2RX5	0.2751	0.6737	0.9915	0.421
Plasma_cell	CD_R	I	NI	ITGAE	0.9689	0.3631	0.9708	0.9096
Plasma_cell	CD_R	I	NI	NCBP3	-0.1886	0.7216	0.9945	-0.3564
Plasma_cell	CD_R	I	NI	P2RX1	-0.8556	0.01129	0.672	-2.534
Plasma_cell	CD_R	I	NI	ATP2A3	-0.1093	0.713	0.9945	-0.3678
Plasma_cell	CD_R	I	NI	ZZEF1	0.05212	0.8742	1	0.1584
Plasma_cell	CD_R	I	NI	ANKFY1	0.7492	0.1489	0.9157	1.443
Plasma_cell	CD_R	I	NI	UBE2G1	0.2042	0.4381	0.9661	0.7754
Plasma_cell	CD_R	I	NI	PELP1	-1.005	0.1783	0.9259	-1.346
Plasma_cell	CD_R	I	NI	MINK1	2.111	0.05244	0.8895	1.939
Plasma_cell	CD_R	I	NI	PFN1	-0.9756	0.1111	0.9157	-1.593
Plasma_cell	CD_R	I	NI	ZNF594	1.557	0.1582	0.9157	1.411
Plasma_cell	CD_R	I	NI	RABEP1	-0.7837	0.003542	0.6099	-2.916
Plasma_cell	CD_R	I	NI	NUP88	0.1375	0.7533	0.992	0.3143
Plasma_cell	CD_R	I	NI	RPAIN	0.7581	0.3751	0.9617	0.8869
Plasma_cell	CD_R	I	NI	DERL2	0.05904	0.9226	1	0.09714
Plasma_cell	CD_R	I	NI	MIS12	-0.5234	0.3785	0.9617	-0.8806
Plasma_cell	CD_R	I	NI	NLRP1	-0.144	0.6352	0.9777	-0.4744
Plasma_cell	CD_R	I	NI	KIAA0753	-0.3653	0.5715	0.9708	-0.5659
Plasma_cell	CD_R	I	NI	MED31	-1.586	0.06594	0.8735	-1.839
Plasma_cell	CD_R	I	NI	XAF1	1.365	0.113	0.9157	1.585
Plasma_cell	CD_R	I	NI	ALOX12-AS1	0.2589	0.5603	0.9708	0.5823
Plasma_cell	CD_R	I	NI	RNASEK	1.455	0.1317	0.9157	1.507
Plasma_cell	CD_R	I	NI	ACADVL	-0.352	0.4387	0.9661	-0.7744
Plasma_cell	CD_R	I	NI	GABARAP	0.569	0.5317	1	0.6255
Plasma_cell	CD_R	I	NI	ACAP1	0.545	0.3643	0.9596	0.9072
Plasma_cell	CD_R	I	NI	ZBTB4	0.9367	0.2922	0.9398	1.053
Plasma_cell	CD_R	I	NI	POLR2A	0.0365	0.9513	1	0.06112
Plasma_cell	CD_R	I	NI	EIF4A1	0.5123	0.4379	0.992	0.7757
Plasma_cell	CD_R	I	NI	SAT2	-0.5518	0.4333	0.9661	-0.7836
Plasma_cell	CD_R	I	NI	TP53	-0.507	0.4501	0.9661	-0.7553
Plasma_cell	CD_R	I	NI	VAMP2	-0.3854	0.5345	0.9693	-0.6211
Plasma_cell	CD_R	I	NI	TMEM107	0.4604	0.5753	0.9708	0.5603
Plasma_cell	CD_R	I	NI	CTC1	-0.8653	0.1717	0.9188	-1.367
Plasma_cell	CD_R	I	NI	RPL26	-0.3428	0.4615	0.967	-0.7364
Plasma_cell	CD_R	I	NI	NDEL1	0.2234	0.592	0.9708	0.5359
Plasma_cell	CD_R	I	NI	PIK3R5	1.088	0.07644	0.8735	1.772
Plasma_cell	CD_R	I	NI	STX8	-0.08222	0.8185	0.968	-0.2295
Plasma_cell	CD_R	I	NI	SCO1	-0.2568	0.6889	1	-0.4004
Plasma_cell	CD_R	I	NI	TMEM220	-0.8056	0.3029	0.9398	-1.03
Plasma_cell	CD_R	I	NI	MAP2K4	-0.138	0.6364	0.9777	-0.4727
Plasma_cell	CD_R	I	NI	ARHGAP44	0.9839	0.1226	0.9157	1.544
Plasma_cell	CD_R	I	NI	ELAC2	0.5038	0.5473	0.9708	0.6019
Plasma_cell	CD_R	I	NI	COX10-AS1	0.768	0.1291	0.9157	1.518
Plasma_cell	CD_R	I	NI	COX10	0.0675	0.8957	1	0.1311
Plasma_cell	CD_R	I	NI	CDRT4	0.1324	0.6715	0.9913	0.4241
Plasma_cell	CD_R	I	NI	TVP23C	-0.2835	0.3844	0.9353	-0.8698
Plasma_cell	CD_R	I	NI	AC005838.2	-0.6839	0.4324	0.9661	-0.7851
Plasma_cell	CD_R	I	NI	TRIM16	-0.2019	0.8165	1	-0.232
Plasma_cell	CD_R	I	NI	ZSWIM7	1.276	0.2041	0.9292	1.27
Plasma_cell	CD_R	I	NI	TTC19	-0.1366	0.7335	0.995	-0.3405
Plasma_cell	CD_R	I	NI	NCOR1	0.2887	0.2306	0.9157	1.199
Plasma_cell	CD_R	I	NI	PIGL	0.1713	0.6906	0.978	0.398
Plasma_cell	CD_R	I	NI	SNHG29	-0.1454	0.8379	1	-0.2046
Plasma_cell	CD_R	I	NI	CCDC144A	-0.4952	0.4017	0.9648	-0.8385
Plasma_cell	CD_R	I	NI	TNFRSF13B	-1.053	0.04935	0.8596	-1.966
Plasma_cell	CD_R	I	NI	MPRIP	-0.4712	0.2016	0.9292	-1.277
Plasma_cell	CD_R	I	NI	COPS3	0.2842	0.6728	0.9915	0.4222
Plasma_cell	CD_R	I	NI	RAI1	-0.126	0.8663	1	-0.1684
Plasma_cell	CD_R	I	NI	TOM1L2	-0.5249	0.1087	0.9157	-1.604
Plasma_cell	CD_R	I	NI	ALKBH5	0.1784	0.7529	0.9968	0.3148
Plasma_cell	CD_R	I	NI	TOP3A	-0.3112	0.6047	0.9724	-0.5176
Plasma_cell	CD_R	I	NI	FAM106A	0.2011	0.7636	0.9989	0.3008
Plasma_cell	CD_R	I	NI	TVP23B	0.7358	0.2114	0.951	1.25
Plasma_cell	CD_R	I	NI	PRPSAP2	0.3146	0.506	0.967	0.6651
Plasma_cell	CD_R	I	NI	AC007952.4	0.3948	0.5109	0.9685	0.6574
Plasma_cell	CD_R	I	NI	EPN2	0.4045	0.4447	0.9661	0.7643
Plasma_cell	CD_R	I	NI	B9D1	0.08727	0.9002	1	0.1254
Plasma_cell	CD_R	I	NI	SLC47A1	-0.7268	0.2946	0.9398	-1.048
Plasma_cell	CD_R	I	NI	ALDH3A2	-0.4996	0.4288	0.9661	-0.7912
Plasma_cell	CD_R	I	NI	ULK2	-0.5452	0.5263	1	-0.6337
Plasma_cell	CD_R	I	NI	AKAP10	-0.03577	0.9192	1	-0.1014
Plasma_cell	CD_R	I	NI	SPECC1	-1.155	0.1136	0.9157	-1.582
Plasma_cell	CD_R	I	NI	USP22	0.4473	0.4226	0.9661	0.802
Plasma_cell	CD_R	I	NI	DHRS7B	0.9717	0.2109	0.9306	1.251
Plasma_cell	CD_R	I	NI	MAP2K3	-0.4411	0.5755	0.9708	-0.56
Plasma_cell	CD_R	I	NI	MTRNR2L1	-0.8397	0.5769	0.9708	-0.5578
Plasma_cell	CD_R	I	NI	WSB1	0.4239	0.2404	0.9157	1.174
Plasma_cell	CD_R	I	NI	KSR1	-0.2673	0.7178	0.9945	-0.3613
Plasma_cell	CD_R	I	NI	NLK	-0.4076	0.3061	0.9292	-1.023
Plasma_cell	CD_R	I	NI	SARM1	-0.5263	0.4062	0.9653	-0.8307
Plasma_cell	CD_R	I	NI	SPAG5-AS1	-1.057	0.1927	0.9292	-1.303
Plasma_cell	CD_R	I	NI	KIAA0100	0.9017	0.2138	0.9312	1.243
Plasma_cell	CD_R	I	NI	SUPT6H	-0.2946	0.4994	0.967	-0.6755
Plasma_cell	CD_R	I	NI	RPL23A	-0.3403	0.5129	0.9685	-0.6543
Plasma_cell	CD_R	I	NI	FAM222B	-0.1487	0.733	0.9948	-0.3411
Plasma_cell	CD_R	I	NI	FLOT2	-0.3045	0.5064	0.9681	-0.6645
Plasma_cell	CD_R	I	NI	PHF12	0.384	0.403	0.9648	0.8363
Plasma_cell	CD_R	I	NI	MYO18A	0.1189	0.823	1	0.2236
Plasma_cell	CD_R	I	NI	NUFIP2	0.1277	0.7189	0.9945	0.36
Plasma_cell	CD_R	I	NI	TAOK1	-0.03266	0.9182	1	-0.1027
Plasma_cell	CD_R	I	NI	SSH2	0.4945	0.05847	0.8623	1.892
Plasma_cell	CD_R	I	NI	NSRP1	0.1532	0.6351	0.9777	0.4745
Plasma_cell	CD_R	I	NI	BLMH	-0.7291	0.2017	0.9292	-1.277
Plasma_cell	CD_R	I	NI	CPD	-0.307	0.5764	0.9708	-0.5586
Plasma_cell	CD_R	I	NI	GOSR1	0.3505	0.3765	0.9617	0.8844
Plasma_cell	CD_R	I	NI	AC005562.1	-0.2428	0.6151	0.9708	-0.5029
Plasma_cell	CD_R	I	NI	CRLF3	0.4405	0.2955	0.9398	1.046
Plasma_cell	CD_R	I	NI	TEFM	0.5297	0.4572	0.9664	0.7435
Plasma_cell	CD_R	I	NI	RNF135	0.1999	0.8267	1	0.2189
Plasma_cell	CD_R	I	NI	NF1	-0.1479	0.6655	0.9661	-0.4323
Plasma_cell	CD_R	I	NI	EVI2B	-0.6611	0.05282	0.8617	-1.936
Plasma_cell	CD_R	I	NI	EVI2A	-0.557	0.299	0.9398	-1.039
Plasma_cell	CD_R	I	NI	UTP6	0.5755	0.3555	0.9576	0.924
Plasma_cell	CD_R	I	NI	SUZ12	-0.1555	0.7053	0.9927	-0.3781
Plasma_cell	CD_R	I	NI	RHOT1	-0.1065	0.8197	1	-0.228
Plasma_cell	CD_R	I	NI	ZNF207	-0.2399	0.3216	0.944	-0.9912
Plasma_cell	CD_R	I	NI	PSMD11	-0.6726	0.1352	0.9157	-1.494
Plasma_cell	CD_R	I	NI	MYO1D	0.2355	0.2839	0.9398	1.072
Plasma_cell	CD_R	I	NI	RFFL	0.5273	0.2422	0.9353	1.17
Plasma_cell	CD_R	I	NI	RAD51D	0.4599	0.5613	1	0.5809
Plasma_cell	CD_R	I	NI	SLFN5	1.2	0.2849	0.9398	1.069
Plasma_cell	CD_R	I	NI	SLFN11	0.04865	0.9029	1	0.122
Plasma_cell	CD_R	I	NI	SLFN13	-0.04495	0.9472	1	-0.06621
Plasma_cell	CD_R	I	NI	SLFN12L	1.216	0.1436	0.9157	1.463
Plasma_cell	CD_R	I	NI	AP2B1	0.1734	0.699	0.992	0.3867
Plasma_cell	CD_R	I	NI	TAF15	-0.3921	0.2366	0.9353	-1.183
Plasma_cell	CD_R	I	NI	MYO19	0.6737	0.4139	0.9661	0.817
Plasma_cell	CD_R	I	NI	GGNBP2	0.2513	0.6006	0.9708	0.5235
Plasma_cell	CD_R	I	NI	AATF	-0.131	0.7875	1	-0.2696
Plasma_cell	CD_R	I	NI	ACACA	0.2735	0.5077	0.9685	0.6624
Plasma_cell	CD_R	I	NI	TADA2A	2.426	0.03167	0.8596	2.149
Plasma_cell	CD_R	I	NI	SYNRG	0.1716	0.5617	0.9568	0.5804
Plasma_cell	CD_R	I	NI	DDX52	0.02485	0.9695	1	0.03828
Plasma_cell	CD_R	I	NI	SOCS7	-0.03285	0.9596	1	-0.05067
Plasma_cell	CD_R	I	NI	MLLT6	-0.04569	0.9361	1	-0.08011
Plasma_cell	CD_R	I	NI	CWC25	-0.03301	0.9623	1	-0.04725
Plasma_cell	CD_R	I	NI	RPL23	0.1716	0.7525	0.9968	0.3154
Plasma_cell	CD_R	I	NI	LASP1	3.488	0.001539	0.6099	3.167
Plasma_cell	CD_R	I	NI	RPL19	0.236	0.7179	0.9945	0.3613
Plasma_cell	CD_R	I	NI	FBXL20	-0.1684	0.5498	0.9708	-0.5981
Plasma_cell	CD_R	I	NI	MED1	-0.08401	0.8901	1	-0.1382
Plasma_cell	CD_R	I	NI	CDK12	-0.1089	0.7371	0.9661	-0.3357
Plasma_cell	CD_R	I	NI	STARD3	0.9858	0.3071	0.9398	1.021
Plasma_cell	CD_R	I	NI	IKZF3	0.05706	0.8337	1	0.2099
Plasma_cell	CD_R	I	NI	GSDMB	0.1664	0.7975	1	0.2566
Plasma_cell	CD_R	I	NI	MED24	-0.06444	0.9359	1	-0.08046
Plasma_cell	CD_R	I	NI	MSL1	-0.1938	0.7584	0.9977	-0.3076
Plasma_cell	CD_R	I	NI	CASC3	0.1061	0.874	1	0.1586
Plasma_cell	CD_R	I	NI	WIPF2	0.319	0.5634	0.9708	0.5778
Plasma_cell	CD_R	I	NI	SMARCE1	1.203	0.1054	0.9157	1.619
Plasma_cell	CD_R	I	NI	EIF1	0.1213	0.8445	1	0.1962
Plasma_cell	CD_R	I	NI	ACLY	-0.3489	0.6014	1	-0.5223
Plasma_cell	CD_R	I	NI	DNAJC7	0.1979	0.6569	0.9845	0.4442
Plasma_cell	CD_R	I	NI	STAT5B	0.7128	0.2106	0.9306	1.252
Plasma_cell	CD_R	I	NI	STAT3	0.1128	0.7375	0.9956	0.3352
Plasma_cell	CD_R	I	NI	ATP6V0A1	-0.02679	0.9481	1	-0.06509
Plasma_cell	CD_R	I	NI	NAGLU	1.095	0.2568	0.939	1.134
Plasma_cell	CD_R	I	NI	RETREG3	-0.481	0.2926	0.9259	-1.052
Plasma_cell	CD_R	I	NI	TUBG2	-1.074	0.0972	0.904	-1.659
Plasma_cell	CD_R	I	NI	PLEKHH3	0.1983	0.8232	1	0.2234
Plasma_cell	CD_R	I	NI	EZH1	-0.01884	0.9703	1	-0.03723
Plasma_cell	CD_R	I	NI	BECN1	0.7962	0.4223	0.9661	0.8024
Plasma_cell	CD_R	I	NI	RUNDC1	3.213	0.005229	0.6675	2.793
Plasma_cell	CD_R	I	NI	RPL27	-0.4252	0.4824	0.967	-0.7024
Plasma_cell	CD_R	I	NI	BRCA1	-0.1074	0.9044	1	-0.1201
Plasma_cell	CD_R	I	NI	NBR2	-0.07806	0.9259	1	-0.09296
Plasma_cell	CD_R	I	NI	AC060780.1	0.9616	0.3284	0.9487	0.9773
Plasma_cell	CD_R	I	NI	NBR1	-0.8357	0.03329	0.8101	-2.129
Plasma_cell	CD_R	I	NI	TMEM106A	-0.02762	0.9751	1	-0.03118
Plasma_cell	CD_R	I	NI	LINC00910	0.1468	0.9045	1	0.12
Plasma_cell	CD_R	I	NI	DHX8	0.7745	0.3145	0.9398	1.006
Plasma_cell	CD_R	I	NI	LSM12	0.3657	0.6049	0.9724	0.5173
Plasma_cell	CD_R	I	NI	HDAC5	0.001047	0.9988	1	0.001549
